NOMCOM	NOMCIEN	CODESP	LAT	LON
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26553333	-75.5705
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26543333	-75.5703
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26515	-75.57025
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.2652	-75.5701833
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26516667	-75.5702333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26515	-75.5702
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26513333	-75.5702167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26511667	-75.5700667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26508333	-75.5700167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26536667	-75.5700333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26503333	-75.5697833
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26501667	-75.5697333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26533333	-75.5692333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26481667	-75.5689333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26501667	-75.5688333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26528333	-75.56855
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26523333	-75.5683333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26521667	-75.5682167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26623333	-75.5672667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26971667	-75.5673333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26985	-75.56785
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27	-75.5683167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27011667	-75.5686333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27013333	-75.56865
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27013333	-75.5686667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27031667	-75.5692667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27023333	-75.5701667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26978333	-75.5702167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26948333	-75.57035
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26945	-75.5703667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26936667	-75.5703667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26918333	-75.5703167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26838333	-75.5701833
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26795	-75.57055
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26676667	-75.5709
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26556667	-75.5681
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26545	-75.5677667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26581667	-75.5676667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.2658	-75.5675667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.2663	-75.5674667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26633333	-75.56745
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26643333	-75.5677167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26785	-75.5671
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26978333	-75.5679167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27	-75.5685667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27003333	-75.5686667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27006667	-75.5687333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.27021667	-75.5691333
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26813333	-75.569
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26833333	-75.5689167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26851667	-75.5685667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26758333	-75.5678167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26753333	-75.5677667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26773333	-75.5683667
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26783333	-75.5684
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26791667	-75.5689
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26781667	-75.5687833
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.2671	-75.5684167
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.2671	-75.5684
Tulipán_africano	Spathodea_campanulata_Beaw.	SPACAM	6.26586667	-75.5690833
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2653	-75.5682167
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26553333	-75.56785
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2655	-75.5676167
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26586667	-75.5675
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2659	-75.5674833
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26973333	-75.5676667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2686	-75.5696667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26603333	-75.5709333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.266	-75.5709667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2659	-75.5708333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26528333	-75.5691833
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26493333	-75.569
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26478333	-75.5684167
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26481667	-75.5683667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26491667	-75.56825
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26498333	-75.5677
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.27038333	-75.5694
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26833333	-75.5706
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26825	-75.5705333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26796667	-75.5705333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26745	-75.5705833
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2672	-75.57075
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26705	-75.5708167
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26681667	-75.5707
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26698333	-75.57085
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26673333	-75.5708333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26665	-75.57085
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26563333	-75.5703667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2655	-75.57
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2656	-75.56995
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2656	-75.5698333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2653	-75.5680667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26551667	-75.56765
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26623333	-75.5674667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26641667	-75.5678167
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26645	-75.56765
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26656667	-75.5673833
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26848333	-75.5669667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26893333	-75.5702333
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26753333	-75.5676833
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.2665	-75.5679
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26696667	-75.5682
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26648333	-75.5684667
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.266	-75.5702
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26605	-75.56965
Guayacán_amarillo	Tabebuia_chrysantha	TABCHR	6.26613333	-75.5696333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26965	-75.5673833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26963333	-75.5674667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26965	-75.5675
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26968333	-75.56755
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26965	-75.5676333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26966667	-75.5677
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26968333	-75.5677667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26966667	-75.5677333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26965	-75.5676833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26963333	-75.5676167
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26961667	-75.5675667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.2697	-75.5677167
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26938333	-75.5679333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26933333	-75.56795
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26923333	-75.56795
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26981667	-75.5684667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26976667	-75.5684667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26966667	-75.5685
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26961667	-75.5685
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26958333	-75.5684833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26953333	-75.5684833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26946667	-75.5685333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26941667	-75.5684833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26931667	-75.5684833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26926667	-75.5685
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26946667	-75.5685667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26946667	-75.5686333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26946667	-75.5687
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26948333	-75.5687333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26948333	-75.5688
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.2695	-75.5688833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.2695	-75.5689333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26951667	-75.5690167
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26985	-75.5688667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26983333	-75.5688
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26983333	-75.5687167
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26981667	-75.56865
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26981667	-75.5685833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26983333	-75.5685333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26988333	-75.5684667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.2699	-75.56855
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26991667	-75.5686333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26993333	-75.5686833
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26993333	-75.5687333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26991667	-75.5688167
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26995	-75.5688667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26998333	-75.56875
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26996667	-75.5687
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26996667	-75.5686333
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26996667	-75.5685667
Palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26996667	-75.5685
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26751667	-75.56835
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26746667	-75.5682833
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.2675	-75.5682833
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.2675	-75.5683
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26745	-75.5682833
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26748333	-75.5682667
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26745	-75.5683
palma_sancona	Syagrus_sancona_H._Karst.	SYASAN	6.26745	-75.5683167
Cámbulo_amarillo	Erythrina_poeppigiana	ERYPOE	6.26958333	-75.5681167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2696	-75.5673333
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26835	-75.5706667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26828333	-75.5706333
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26821667	-75.5707
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26818333	-75.5706833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2681	-75.5707
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.268	-75.5707167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26788333	-75.5707333
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26785	-75.5707333
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26778333	-75.5707667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2677	-75.5708
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26758333	-75.5708167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26751667	-75.5708
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26748333	-75.5708167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2675	-75.5708333
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26741667	-75.57085
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26736667	-75.5709
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26735	-75.5709
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26731667	-75.5709
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26726667	-75.5709
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26708333	-75.5709167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26708333	-75.57095
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26703333	-75.5709667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26696667	-75.5709667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26691667	-75.571
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26681667	-75.5709833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2654	-75.5701667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26481667	-75.5684833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26551667	-75.5674167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26673333	-75.5672
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26986667	-75.57025
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2697	-75.5702667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2696	-75.5702667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26955	-75.5702833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26953333	-75.57035
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26933333	-75.5704
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26926667	-75.57035
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26925	-75.5704
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26911667	-75.5704
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2691	-75.57045
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26898333	-75.5704667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26896667	-75.5704667
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26883333	-75.5704167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26881667	-75.5705
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26871667	-75.5705167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2687	-75.5705833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26861667	-75.5705167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2686	-75.5705
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2683	-75.5702833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2679	-75.5704
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2654	-75.56815
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26601667	-75.5685167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.2661	-75.5679167
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26595	-75.5679833
Cámbulo	Erythrina_poeppigiana	ERYPOE	6.26603333	-75.5693333
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26636667	-75.5711167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26528333	-75.5703667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2653	-75.5702833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26525	-75.57005
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26506667	-75.5700333
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26525	-75.5699167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26505	-75.5695667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2652	-75.56955
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26505	-75.56925
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26515	-75.5690667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26515	-75.5689333
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26511667	-75.5688167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26508333	-75.5685833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26506667	-75.5684
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26506667	-75.5682833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26506667	-75.5680833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2651	-75.56785
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26523333	-75.56755
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2654	-75.5674667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26558333	-75.5674167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26575	-75.5674
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26595	-75.56735
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2663	-75.5672833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26645	-75.5671833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2666	-75.5672167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26676667	-75.5671833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26706667	-75.5671
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26718333	-75.5670667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26776667	-75.56695
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26795	-75.5669333
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26808333	-75.5668167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26825	-75.5667667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26846667	-75.56675
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26863333	-75.56675
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26875	-75.5666833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26896667	-75.5833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2691	-75.58325
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26938333	-75.5833167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26941667	-75.5667833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.2702	-75.5701833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26835	-75.5704
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26775	-75.5703167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26785	-75.5705
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26745	-75.5674667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26741667	-75.5673167
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26733333	-75.5671833
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26951667	-75.5702667
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26863333	-75.57035
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26741667	-75.5686333
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26613333	-75.5694333
Falso_laurel	Ficus_benjamina_L._	FICBEN	6.26586667	-75.5693667
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26641667	-75.57045
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26643333	-75.5704333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26641667	-75.5704
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26643333	-75.5704167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26498333	-75.56785
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26491667	-75.5678667
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26488333	-75.56785
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26498333	-75.5677
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26843333	-75.57045
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26815	-75.5703167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26708333	-75.5708167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26706667	-75.5706667
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26698333	-75.5707167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.2669	-75.5707
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26678333	-75.5702833
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26673333	-75.5708333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.2666	-75.5708
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.2666	-75.5708333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.2666	-75.5708333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.2666	-75.5708333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26651667	-75.5708167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26645	-75.5704
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26631667	-75.5707667
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26871667	-75.5668333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26956667	-75.5672667
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.27018333	-75.5692
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26961667	-75.5702667
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26908333	-75.5689167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26831667	-75.5689833
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26835	-75.5691
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26831667	-75.5691167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26845	-75.5684833
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26846667	-75.56855
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.2678	-75.5679
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26751667	-75.5675333
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26773333	-75.5682167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26775	-75.5684167
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26583333	-75.5690833
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26625	-75.56905
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26743333	-75.57025
Palma_de_azúcar	Syagrus_romanzoffiana_(Cham.)_Glassman.	SYAROM	6.26765	-75.5699667
Guayacán_de_Manizales	Lafoensia_speciosa_(Kunth)_DC.	LAFSPE	6.26951667	-75.5672333
Guayacán_de_manizales	Lafoensia_speciosa_(Kunth)_DC.	LAFSPE	6.26553333	-75.57055
Guayacán_de_manizales	Lafoensia_speciosa_(Kunth)_DC.	LAFSPE	6.26543333	-75.5705
Guayacán_de_manizales	Lafoensia_speciosa_(Kunth)_DC.	LAFSPE	6.27005	-75.5702167
Guayacán_de_Manizales	Lafoensia_speciosa_(Kunth)_DC.	LAFSPE	6.26676667	-75.5706167
